Symbol,Date,Close,R3M,R6M,R9M,R12M,RS_Blend,MA_30W,MA_30W_Slope_10S_Pct,Stage,MA_10W,High_52W,Near_52W_High,Low_52W,Volume_Ratio,U_D,AvgValue20,SMA_50,Below_50DMA,Ext_Pct,Extended_20Pct,Pct_From_52W_High,Above_MA_30W,Above_MA_10W,MA10W_Above_MA30W,MA_30W_Rising,Distribution,Heavy_Distribution,Breakout,Breakout_Confirmed,SMA_150,SMA_200,SMA_200_Rising,ATR_Pct,VCP_Contractions,Contraction_Ratio,Base_Depth_Pct,Volume_DryUp,VCP_Setup,VCP_Pivot,RS_Line,RS_Line_High_52W,RS_Line_At_High,Pct_To_Pivot,RS_Score,Liquid_UI_Filter,RS_Not_Lagging,Trend_Health,TT1_Above_150_200,TT2_150_Above_200,TT3_200_Rising,TT4_50_Above_150_200,TT5_Above_50,TT6_Above_52W_Low,TT7_Near_52W_High,TT8_RS,Trend_Template_Score,Trend_Template_Pass,RS_Line_NH_Before_Price,Stage1_Readiness,Company Name,Industry,Series,ISIN Code,Action,Action_Reason
AARTIDRUGS,2026-09-01,427.1000061035156,0.1154348731041781,0.16376023461448397,0.030953777951626682,-0.093056848301599,0.06650538209457357,381.4728330847335,0.7766103279505776,Stage 2 — Advancing,406.67647178500306,531.6963704720772,False,318.95001220703125,1.2324335163364721,2.0242287236192573,87743341.78633575,407.30400146484374,False,11.96079224038671,False,-19.672198302894873,True,True,True,True,False,False,False,False,381.40764485677084,386.72121459960937,False,2.7544571337152415,2,0.7854281648954601,18.758956739440425,0.6084882878757961,False,453.6499938964844,0.01829913576987972,0.022248616235203425,False,6.216339829911832,56.0,True,True,5,True,False,False,True,True,True,True,False,5,False,False,,Aarti Drugs Ltd.,Healthcare,EQ,INE767A01016,HOLD,Stage 2 + RS 56; trend/leadership is adequate without a stronger entry trigger.
AARTIIND,2026-09-02,505.20001220703125,0.07546569921667112,0.16687838771892904,0.3396977036069091,0.31888794754402205,0.1952790874606405,469.8821931603837,2.345551793742451,Stage 2 — Advancing,498.5078448127298,551.75,False,338.04998779296875,0.7474295957246446,2.0368897305866107,759522346.6042312,499.147001953125,False,7.516313569812727,False,-8.436789812953105,True,True,True,True,False,False,False,False,467.5493349202474,442.74125122070313,True,3.3035001376155995,2,0.9311414508259476,17.62573629361124,0.5642426358062286,False,551.75,0.021754482457384202,0.02310121638814901,False,9.214169965992113,75.0,True,True,5,True,True,True,True,True,True,True,True,8,True,False,,Aarti Industries Ltd.,Chemicals,EQ,INE769A01020,HOLD,Stage 2 + RS 75; trend/leadership is adequate without a stronger entry trigger.
AARTIPHARM,2026-09-02,867.25,0.36531798383740655,0.22883457314913214,0.24654065593948116,0.0014249261001948454,0.24148722457272426,709.5590431526915,0.7596012723705581,Stage 2 — Advancing,747.6137288411459,944.0989338759356,False,585.0,0.5212434139411535,8.250115243938689,1234016993.02937,748.3650036621094,False,22.22379636607277,True,-8.139923806548255,True,True,True,True,False,False,False,False,711.0641735839844,717.7100106811523,True,4.013920007052259,2,1.2472228222679236,30.216598238265917,0.6737606056510265,False,932.5999755859375,0.03734476337153158,0.040382449670908586,False,7.535309955138358,79.0,True,True,5,True,False,True,True,True,True,True,True,7,False,False,,Aarti Pharmalabs Ltd.,Healthcare,EQ,INE0LRU01027,HOLD,Stage 2 + RS 79; trend/leadership is adequate without a stronger entry trigger.
AAVAS,2026-09-01,1248.4000244140625,-0.05738447493129861,-0.028935867982511687,-0.17668008691360892,-0.1829308171568268,-0.10066314438310894,1343.8465801918344,-0.6764267189202311,Stage 4 — Declining,1419.4960913564644,1771.9000244140625,False,1060.4000244140625,1.7340313188305223,0.3590544063583401,163095527.54102173,1418.8420141601562,True,-7.102489018065361,False,-29.544556283479515,False,False,True,False,True,True,False,False,1347.1126717122395,1386.5720025634766,False,2.9786717376291256,1,2.150585924182987,20.01424482852594,1.2244891680283334,False,1544.9000244140625,0.05348780429737869,0.07290896978560894,False,23.75040004818667,23.0,True,False,1,False,False,False,True,False,False,False,False,1,False,False,,Aavas Financiers Ltd.,Financial Services,EQ,INE216P01012,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
ABBOTINDIA,2026-09-02,26045.0,0.013670177418734442,-0.005616182420226767,-0.08842484866428146,-0.17973665904267955,-0.04928746705794378,26186.617575449487,-0.1322683917676426,Stage 4 — Declining,26756.841375612745,32025.594940162126,False,24574.941813474234,0.7122875286434776,0.46059536666615963,258802487.0,26791.7828515625,True,-0.5408013274011192,False,-18.674422602722927,False,False,True,False,True,True,False,False,26194.483151041666,26611.001982421876,False,1.7538326522776513,2,0.5675679459352262,14.008038473109002,0.6911081121607437,False,28635.0,1.1215270821695476,1.3921126028588242,False,9.944327126127849,33.0,True,False,1,False,False,False,True,False,False,True,False,2,False,False,,Abbott India Ltd.,Healthcare,EQ,INE358A01014,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
ACE,2026-09-01,1093.800048828125,0.2509149339984098,0.23635134365993604,0.11521213544204167,0.020811991440153887,0.17484106770779026,945.1106182777718,2.33969536958043,Stage 2 — Advancing,1059.6656889073988,1196.0,False,745.0999755859375,0.3516925462147637,1.2810725405368633,418017602.3144287,1060.7020031738282,False,15.73248968690062,False,-8.545146419053095,True,True,True,True,False,False,False,False,942.6186686197917,939.4025024414062,True,3.392500215631077,2,1.6212401617364713,19.916388980521006,0.5065218713313947,False,1196.0,0.04686395530922979,0.0505084190946617,False,9.34356798405429,72.0,True,True,5,True,True,True,True,True,True,True,True,8,True,False,,Action Construction Equipment Ltd.,Capital Goods,EQ,INE731H01025,HOLD,Stage 2 + RS 72; trend/leadership is adequate without a stronger entry trigger.
ACUTAAS,2026-09-01,3174.300048828125,0.05147575325824105,0.4704002117061514,0.7895478416100232,1.247829783673362,0.5221458687012037,2816.5726017364086,3.439706281486621,Stage 2 — Advancing,3357.6176470588234,3740.0,False,1302.0,0.9006406897121867,0.8652658931763104,835724723.7734009,3359.2260009765623,True,12.700806891012807,False,-15.125667143633025,True,False,True,True,False,False,False,False,2792.4386653645834,2520.52950012207,True,4.220953695335697,3,0.5612707518322125,19.11764705882353,0.7541792450851698,True,3740.0,0.13600315321410517,0.15868608046725632,False,17.82125011719411,92.0,True,True,4,True,True,True,True,False,True,True,True,7,False,False,,Acutaas Chemicals Ltd.,Healthcare,EQ,INE00FF01025,WAIT,Stage 2 + RS 92; wait because the close is below its 50-session average — short-term timing has weakened even though the 30-week trend is intact.
ADANIENSOL,2026-09-02,1396.5999755859375,-0.08754736844204036,0.43638793903113227,0.4295511112496673,0.8302863481138854,0.30422613230212087,1356.238359007117,3.0459075395901314,Stage 2 — Advancing,1604.7941248276654,1789.0,False,744.9000244140625,1.3026089626362467,0.40509298082132517,6830050412.0138855,1606.9720068359375,True,2.9759972729549222,False,-21.934042728566936,True,False,True,True,True,True,False,False,1344.524669189453,1252.0762509155275,True,4.205110193862698,2,1.1981201237633672,24.650642817216323,2.8442652394250043,False,1789.0,0.06013917049633165,0.07457985437971158,False,28.09680876941394,84.0,True,True,4,True,True,True,True,False,True,True,True,7,False,False,,Adani Energy Solutions Ltd.,Power,EQ,INE931S01010,REDUCE,Stage 2 + RS 84; distribution warning (U/D 0.41) triggers REDUCE.
ADANIENT,2026-09-02,2891.800048828125,-0.025271099469589386,0.3617117625127997,0.29179004028878097,0.27213660030759446,0.17501924083399928,2620.5000727405286,2.5304794869029257,Stage 2 — Advancing,3061.7705939797793,3245.0,False,1752.216581309528,0.9605643404100339,0.6888466886449406,5575765951.212769,3061.6120068359373,True,10.352984871466543,False,-10.884436091583204,True,False,True,True,True,False,False,False,2605.512861328125,2509.983115234375,True,2.790155005884372,3,1.2149755505092348,12.773497688751926,1.7714006514343117,False,3245.0,0.1245241724315593,0.1378515671461701,False,12.213844152710562,72.0,True,True,4,True,True,True,True,False,True,True,True,7,False,False,,Adani Enterprises Ltd.,Metals & Mining,EQ,INE423A01024,REDUCE,Stage 2 + RS 72; distribution warning (U/D 0.69) triggers REDUCE.
ADANIGREEN,2026-09-02,1296.0,-0.10583691308828036,0.4343423357966485,0.26735774588436456,0.3878032166642549,0.17556589443374146,1249.4212328767123,2.294738452799505,Stage 2 — Advancing,1418.321564319087,1631.5,False,765.0,1.1769489726128404,0.8248701838725867,2143649097.5441163,1416.1799951171874,True,3.7280274976633,False,-20.56389825314128,True,False,True,True,False,False,False,False,1239.3509997558594,1176.8467489624024,True,2.9232812306237603,1,1.2950760221356281,25.534782444740266,0.8053532013507172,False,1631.5,0.05580722205765919,0.06916112468322001,False,25.88734567901234,72.0,True,True,4,True,True,True,True,False,True,True,True,7,False,False,,Adani Green Energy Ltd.,Power,EQ,INE364U01010,HOLD,Stage 2 + RS 72; trend/leadership is adequate without a stronger entry trigger.
ADANIPORTS,2026-09-02,1672.699951171875,-0.07426319764042733,0.1424535413058483,0.10648144073323795,0.2571093112684413,0.07150357960533459,1653.1599764889233,1.087335623076502,Stage 2 — Advancing,1749.8705815333947,1891.0999755859375,False,1286.5777387006826,1.104543061225654,0.45005624883468265,3810146492.408026,1748.6019921875,True,1.1819772412136276,False,-11.548835452043916,True,False,True,True,True,True,False,False,1647.3909000651042,1601.2514147949219,True,2.1961929124049333,2,1.1799337431324204,15.758024633661572,1.380370512994814,False,1891.0999755859375,0.07202834692197879,0.08156737562579439,False,13.056736461375152,57.0,True,True,4,True,True,True,True,False,True,True,False,6,False,False,,Adani Ports and Special Economic Zone Ltd.,Services,EQ,INE742F01042,REDUCE,Stage 2 + RS 57; distribution warning (U/D 0.45) triggers REDUCE.
ADANIPOWER,2026-09-02,207.6999969482422,-0.1196541203064978,0.5053996891396397,0.4152357912398785,0.7070765190596913,0.27768075176524276,197.22342525116386,2.28548958406527,Stage 2 — Advancing,213.59960847742417,254.1999969482422,False,120.0,0.7462898196962273,1.1595367306849897,4253657423.57244,213.27640075683593,True,5.31203211978315,False,-18.29268314643918,True,False,True,True,False,False,False,False,195.61400065104166,182.6213005065918,True,2.8423543521590244,2,1.178329162348587,14.835048680911223,1.0483097071329457,False,232.49000549316406,0.008943796181377845,0.01083753491595467,False,11.935488160406393,82.0,True,True,4,True,True,True,True,False,True,True,True,7,False,False,,Adani Power Ltd.,Power,EQ,INE814H01029,WAIT,Stage 2 + RS 82; wait because the close is below its 50-session average — short-term timing has weakened even though the 30-week trend is intact.
ATGL,2026-09-01,613.6500244140625,-0.1634446300675082,0.19895376397345022,0.01155862382320283,0.03318064164216472,-0.016639246139239727,629.6151342522608,1.1367750770899132,Stage 1 — Basing,679.276471306296,859.5498025483846,False,462.63840779150803,0.5329649171174481,1.6969666571240671,638322544.1661956,678.5410009765625,True,-2.535693468861522,False,-28.607973314086156,False,False,True,True,False,False,False,False,626.8401690673828,614.44222946167,True,2.547404743854689,1,1.8276804806247173,18.666666666666668,0.7950431069501765,False,750.0,0.026291887032240675,0.03519195409356111,False,22.219501370692505,39.0,True,False,2,False,True,True,True,False,True,False,False,4,False,False,2.0,Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,EQ,INE399L01023,AVOID,Stage 1 + RS 39; weak RS in a basing stage is AVOID.
ABCAPITAL,2026-09-01,394.45001220703125,0.12523185263948555,0.1451589439048926,0.10769448314013097,0.40849858739731304,0.18236314394426156,363.53493133962974,1.1313945799192648,Stage 2 — Advancing,402.611764346852,430.70001220703125,False,272.70001220703125,0.6789104980147112,0.694993160710396,1244050366.9864655,402.98899963378904,True,8.504019339621415,False,-8.416530989689209,True,False,True,True,True,False,False,False,362.9436661783854,359.9964996337891,True,2.288902840076047,3,0.880809178628681,11.34200248873783,0.8203958009707154,False,430.70001220703125,0.0169002440286965,0.017892991661374247,False,9.190011123887043,73.0,True,True,4,True,True,True,True,False,True,True,True,7,False,False,,Aditya Birla Capital Ltd.,Financial Services,EQ,INE674K01013,REDUCE,Stage 2 + RS 73; distribution warning (U/D 0.69) triggers REDUCE.
ABFRL,2026-09-02,50.470001220703125,-0.18465266596798346,-0.2346072285097296,-0.3452257392089304,-0.39426306522372334,-0.2686802729756701,61.54363010354238,-1.1894657710473044,Stage 4 — Declining,57.82588225719976,94.94999694824219,False,50.20000076293945,0.7294764005554119,0.28348983646228443,372412941.12694705,57.75039993286133,True,-17.99313570585409,False,-46.8457052734666,False,False,False,False,True,True,False,False,61.63913330078125,64.89574996948242,False,2.4540739786709524,2,0.9480360260667835,21.684864340197212,0.6142530638462715,False,64.0999984741211,0.002173295189331875,0.003998041459379272,False,27.006136167531647,3.0,True,False,0,False,False,False,False,False,False,False,False,0,False,False,,Aditya Birla Fashion and Retail Ltd.,Consumer Services,EQ,INE647O01011,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
ABLBL,2026-09-02,82.77999877929688,-0.1600770334891931,-0.17449089570310172,-0.36483314411264123,-0.40962285997849646,-0.2538201933545251,98.67638203869127,-1.3536814761752614,Stage 4 — Declining,92.4296402276731,150.53067573506257,False,82.61000061035156,1.0071041614985181,0.4850476249597054,80202926.06951141,92.27924774169922,True,-16.1096129904331,False,-45.00788734583803,False,False,False,False,True,True,False,False,98.87432133992513,104.83249450683594,False,2.403961739532525,3,0.7193643262245804,18.14639745818428,0.6671626701848751,False,100.9240864727358,0.003564600134111865,0.006464836753620593,False,21.918444021500427,4.0,True,False,0,False,False,False,False,False,False,False,False,0,False,False,,Aditya Birla Lifestyle Brands Ltd.,Consumer Services,EQ,INE14LE01019,SELL,Stage 4 takes precedence: the guide requires SELL regardless of RS.
ABREL,2026-09-01,1357.0,0.08705765514284836,0.053608475086307505,-0.2319100734804158,-0.2351082183586236,-0.047858901293407044,1330.7110696034888,0.5128996833773991,Stage 2 — Advancing,1395.8842964920343,1961.880003431885,False,1078.220335805519,0.8079537571287346,1.656620749090231,314548556.6678284,1397.85521484375,True,1.975555099601345,False,-30.83165139426357,True,False,True,True,False,False,False,False,1328.8421728515625,1408.6344049072266,False,3.570376728594786,3,0.8120771313389712,13.441606119259419,1.4375725765688747,False,1486.0,0.058140779407313575,0.08222320842603205,False,9.506263817243909,33.0,True,False,3,False,False,False,False,False,False,False,False,0,False,False,,Aditya Birla Real Estate Ltd.,Realty,EQ,INE055A01016,WAIT,Stage 2 + RS 33; wait because the close is below its 50-session average — short-term timing has weakened even though the 30-week trend is intact.
ABSLAMC,2026-09-02,1022.0,0.019869876271605635,0.1953562821702075,0.4402120282182489,0.2678328134883383,0.1886281752840012,997.4636778112961,1.6876466266533496,Stage 2 — Advancing,1056.546131807215,1194.9557175378152,False,690.6919781874805,1.3533880643975462,1.2544186539311608,202889929.81948853,1054.357420654297,True,2.459871244890155,False,-14.473818150699957,True,False,True,True,False,False,False,False,991.1083597819011,932.0765100097656,True,2.430110394971345,2,0.9154861349178839,17.190418259176948,0.6772608603916611,False,1175.3470641105246,0.044008472949789885,0.05083183799390338,False,15.004605098877155,74.0,True,True,4,True,True,True,True,False,True,True,True,7,False,False,,Aditya Birla Sun Life AMC Ltd.,Financial Services,EQ,INE404A01024,HOLD,Stage 2 + RS 74; trend/leadership is adequate without a stronger entry trigger.
CPPLUS,2026-09-01,3726.89990234375,0.1927676877981943,1.2075735303155963,1.4531823117205587,1.9871751344880062,1.00669327042411,2686.0957708489404,5.350323230933318,Stage 2 — Advancing,3563.2807329963234,4094.0,False,1226.4431802909007,2.2617828601964134,0.9636032956512953,1022176716.852124,3563.352666015625,False,38.747841487642255,True,-8.96678303996703,True,True,True,True,False,False,False,False,2652.0968009440103,2365.7455993652343,True,4.622953424945409,1,1.3476279132368245,20.59110893991207,1.2034501561266964,False,4094.0,0.1596793405271234,0.1647104641191047,False,9.850012269591414,98.0,True,True,5,True,True,True,True,True,True,True,True,8,True,False,,Aditya Infotech Ltd.,Capital Goods,EQ,INE819V01029,WAIT,"Stage 2 + RS 98; wait because price is more than 20% above the 30-week line (currently +39%) — the guide treats that as poor entry timing, not a failed trend."
AVL,2026-09-01,604.0999755859375,0.15918789642377829,0.25222018338641705,0.1396570633741312,0.21380624841568663,0.1848118576047583,550.4331642046367,1.290784414977053,Stage 2 — Advancing,624.6322284773285,703.5025243881884,False,435.6227250181752,0.39811275926094314,1.1021527493058976,92294318.0222046,624.6633984375,True,9.749923309735188,False,-14.12966483506194,True,False,True,True,False,False,False,False,548.9704823811849,537.4325379943848,True,3.0618948123613636,2,0.5839019121028787,18.89155250975561,0.5926629877447543,True,703.5025243881884,0.025882714385044588,0.029005649732506793,False,16.454652014484328,74.0,True,True,4,True,True,True,True,False,True,True,True,7,False,False,,Aditya Vision Ltd.,Consumer Services,EQ,INE679V01027,HOLD,Stage 2 + RS 74; trend/leadership is adequate without a stronger entry trigger.
